headline,body,location,time_published,Text
Nepathya to promote campaign for humanity,"In the coming days, Nepathya has made it its aim to be the voice for 'Campaign for Humanity' and has thus forged alliance with a pioneer non-profit organization, Manavsewa Ashram.",Entertainment,"25 Sep, 2022 ",nepathya promote campaign humanity coming day nepathya made aim voice campaign humanity thus forged alliance pioneer non profit organization manavsewa ashram.
A day of glamour and elegance,The second day of the TGIF Nepal Fashion Week 2022 on September 23 presented the audience with the glamour and opulence of the designers with the unabashed use of sequins.,Entertainment,"24 Sep, 2022 ",day glamour elegance second day tgif nepal fashion week september presented audience glamour opulence designer unabashed use sequins.
'The Crown' pauses production because of queen's death,"""The Crown,"" Netflix's acclaimed series about Queen Elizabeth II and her family, has paused production due to the monarch's death.",Entertainment,"10 Sep, 2022 ",crown pause production queen death crown netflix acclaimed series queen elizabeth ii family paused production due monarch death.
"Timothée Chalamet, Taylor Russell play cannibals in love","Timothée Chalamet was feeling cut off from the world in the early days of the pandemic. Then Luca Guadagnino, whom Chalamet saw as a father figure while filming ""Call Me By Your Name,"" called with a new possible project. It would be another young romance set in the 1980s. But instead of Italy they'd be going to the American Midwest. And they'd be cannibals.",Entertainment,"03 Sep, 2022 ",timoth e chalamet taylor russell play cannibal love timoth e chalamet feeling cut world early day pandemic. luca guadagnino chalamet saw father figure filming call name called new possible project. would another young romance set s. instead italy going american midwest. cannibals.
"Taylor Swift wins top prize, announces new album at MTV VMAs",Taylor Swift took home the top prize at the 2022 MTV Video Music Awards on Sunday before she closed out the show with a surprisingly big announcement: Her new album.,Entertainment,"29 Aug, 2022 ",taylor swift win top prize announces new album mtv vmas taylor swift took home top prize mtv video music award sunday closed show surprisingly big announcement new album.
Gunn starts homecoming tour on high note,The first of the many concerts that Dibesh Pokharel AKA Arthur Gunn is going to play in Nepal was a banger.,Entertainment,"22 Aug, 2022 ",gunn start homecoming tour high note first many concert dibesh pokharel aka arthur gunn going play nepal banger.
"Most TV critics applaud 'House of the Dragon,' others find it less magical","The highly anticipated ""Game of Thrones"" prequel ""House of the Dragon"" received glowing reviews from many television critics on Friday, but still has a lot to prove to others.",Entertainment,"20 Aug, 2022 ",tv critic applaud house dragon others find le magical highly anticipated game throne prequel house dragon received glowing review many television critic friday still lot prove others.
Arthur Gunn arrives for a month-long musical tour,"Dibesh Pokhrel, known by his stage name Arthur Gunn, has arrived in Nepal from the US for ‘Tuborg Homecoming Arthur Gunn’ — a month-long musical tour across the nation.",Entertainment,"19 Aug, 2022 ",arthur gunn arrives month long musical tour dibesh pokhrel known stage name arthur gunn arrived nepal u tuborg homecoming arthur gunn month long musical tour across nation.
"In 'The Princess,' a documentary on Diana flips the focus","The last thing the world needs, you might think, is another Princess Diana documentary. It's a fair thought considering that almost 25 years after her death, her life and impact is still media fodder.",Entertainment,"13 Aug, 2022 ",princess documentary diana flip focus last thing world need might think another princess diana documentary. fair thought considering almost year death life impact still medium fodder.
Netflix sues creators of alleged 'Bridgerton' knockoff,"Netflix Inc NFLX.O on Friday sued the creators of an alleged unauthorized musical stage production of its popular period drama ""Bridgerton,"" accusing them of copyright infringement after building demand for their knockoff on TikTok.",Entertainment,"30 Jul, 2022 ",netflix sue creator alleged bridgerton knockoff netflix inc nflx.o friday sued creator alleged unauthorized musical stage production popular period drama bridgerton accusing copyright infringement building demand knockoff tiktok.
'Lord of the Rings' series trailer debuts at Comic-Con,"Comic-Con audiences got a sneak peek at the new ""Lord of the Rings"" series ""The Rings of Power"" Friday in San Diego.",Entertainment,"23 Jul, 2022 ",lord ring series trailer debut comic con comic con audience got sneak peek new lord ring series ring power friday san diego.
Global success of 'RRR' signals breakthrough for Tollywood,"India's film industry is one of the most vast and varied in the world — it's really not one but many separate industries, including Bollywood, Tollywood and others — yet few of the country's roughly 2,000 annually produced movies ever make much of a dent with Western audiences.",Entertainment,"21 Jul, 2022 ",global success rrr signal breakthrough tollywood india film industry one vast varied world really one many separate industry including bollywood tollywood others yet country roughly annually produced movie ever make much dent western audiences.
'Thor: Love and Thunder' scores franchise best debut,"Four movies in, Thor is still bringing the hammer down at the box office. "" Thor: Love and Thunder "" earned $143 million in its opening weekend in North America, according to studio estimates Sunday. It's a franchise best for the God of Thunder and another success story of the summer 2022 box office season.",Entertainment,"11 Jul, 2022 ",thor love thunder score franchise best debut four movie thor still bringing hammer box office. thor love thunder earned million opening weekend north america according studio estimate sunday. franchise best god thunder another success story summer box office season.
"BTS break sparks debate on activism, military exemptions","The surprise announcement by BTS last week that they were taking a break to focus on members’ solo projects stunned their global fanbase, shaking their label's stock price and leaving many questions about the K-pop supergroup’s future.",Entertainment,"20 Jun, 2022 ",bts break spark debate activism military exemption surprise announcement bts last week taking break focus member solo project stunned global fanbase shaking label stock price leaving many question k pop supergroup future.
Chris Hemsworth finds a rich groove in 'Spiderhead',"“Top Gun: Maverick” director Joseph Kosinski again had a plane in the air, only this time Chris Hemsworth was at the wheel.",Entertainment,"15 Jun, 2022 ",chris hemsworth find rich groove spiderhead top gun maverick director joseph kosinski plane air time chris hemsworth wheel.
Abu Dhabi hosts a pandemic-delayed Bollywood awards ceremony,Abu Dhabi hosts a pandemic-delayed Bollywood awards ceremony,Entertainment,"04 Jun, 2022 ",abu dhabi host pandemic delayed bollywood award ceremony abu dhabi host pandemic delayed bollywood award ceremony
Shakira confirms split with soccer star Piqué,Shakira confirms split with soccer star Piqué,Entertainment,"04 Jun, 2022 ",shakira confirms split soccer star piqu shakira confirms split soccer star piqu
